nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles
nm6849811,Hassan Galedary,,,"writer,director,actor","tt5519330,tt5519126,tt6723436,tt5519286"
nm6851049,Elisa Dondi,,,writer,"tt4127664,tt5645190,tt5850064,tt4127458"
nm6910887,Hadas Lev,,,"actress,writer,producer","tt5909752,tt6344310,tt5803696,tt5820978"
nm6914523,Ray Kermani,,,"director,writer,editor","tt4842508,tt4842524,tt6801894,tt5465978"
nm6928811,Dakota Vegh,,,"actor,writer,assistant_director","tt4264948,tt7678654,tt9065240,tt4218034"
nm6960732,Thomas J. Knott,,,"director,producer","tt6785064,tt7949298,tt4258924"
nm6918898,Jorge Diego Gil,,,"director,writer",tt4205674
nm6950657,Peter Klein,,,"producer,director,writer","tt5301558,tt4245810"
nm6951691,Lorena Hida,1991,,"actress,director,editor","tt6462710,tt6432822,tt5591276,tt5633726"
nm6984093,Shelly Sabhikhi,,,"actress,writer",tt4287066
nm7014058,Matthew L. Levine,,,"producer,director,actor","tt6580006,tt4415158"
nm6765385,Oliver Augustin,,,"producer,writer,actor","tt4555000,tt4191024,tt4040152,tt4767594"
nm6801592,Francisco Zegers,,,"writer,producer",tt4065212
nm6821509,Emma Weston,,,"production_designer,miscellaneous,director","tt4077368,tt5139012,tt4515560,tt5773356"
nm6874725,Rick L. Nelson,,,"actor,writer,camera_department","tt9104580,tt4473620,tt8219418,tt8215910"
nm6889324,Elsa Faith,,,"actress,writer,composer","tt4683372,tt4171890,tt4696158,tt4696106"
nm6889647,Areeba Khan,,,"visual_effects,animation_department,director","tt4712034,tt1211837,tt6292006,tt5140458"
nm7017723,Rafael AlamaÃ±ac,,,"director,camera_department","tt4313278,tt4878428"
nm7021491,Jenise Morgan,,,"director,writer,producer",tt4317550
nm7021797,Melissa Choiu,,,"writer,producer",tt4317848
nm6982686,Logan Paul,,,"actor,writer,director","tt7764650,tt3922818,tt5254868,tt1266036"
nm7052643,Alistair Hope,,,"director,art_department","tt7527710,tt3391132,tt6259652,tt6041280"
nm7029731,Zach Paul Brown,,,"actor,writer,producer","tt5751684,tt2852726,tt5083344,tt5779324"
nm7061173,Brylee Russell,,,"actress,writer,producer","tt7173306,tt8571326,tt6515276,tt7203318"
nm7123104,Kris Moyes,1978,,"director,producer,cinematographer","tt4514656,tt4448854,tt7491178,tt6640144"
nm6871862,C.C. Knoxx,,,"director,producer,writer","tt4151512,tt6512610,tt6399272,tt6399286"
nm6904787,Zachary Fortais-Gomm,,,"writer,director,editor","tt5105132,tt7129646,tt5660848,tt5099666"
nm6905271,Julia Pradas,,,director,tt4190974
nm6925135,Blessing C.S.,,,"actress,writer,producer","tt5087420,tt4212800"
nm6925656,Alessia Spensierato,,,"director,writer",tt4213730
nm6960234,Gordon Hyatt,,,"producer,director,writer","tt4258192,tt0986335,tt0207241"
nm7001483,Stephanie Oram,,,"director,writer",tt4296784
nm7022116,Shashank Sharma,,,"actor,director,costume_designer","tt6673612,tt8602956,tt8571196,tt7108110"
nm7022605,JaromÃ­r SÃ­bl,,,director,tt4318704
nm7011608,Tom Cassidy,,,writer,"tt4305198,tt7262218"
nm7120626,Peter Hanson,,,director,tt4445578
nm7121007,Rebekah Hart Franklin,,,"actress,producer,director","tt2177877,tt1802968,tt5741014,tt4680368"
nm7121126,Helio Ranieri,,,"producer,director,writer","tt8804744,tt5573126,tt4446110,tt8804770"
nm7076023,Ajit Dubey,,,"director,writer","tt4477720,tt4844762,tt4778970,tt5177596"
nm7077036,Alejandro Romero,,,"producer,director,writer","tt4170522,tt5140670,tt5561718"
nm6382772,Gaz Coward,,,"producer,director,writer","tt4077608,tt4300120,tt4250182,tt3622296"
nm6481774,Amanda Nicole Reyes,,,"actress,director,assistant_director","tt2040542,tt6877136,tt5495362,tt6406534"
nm6487590,Evan Maines,1995,,"assistant_director,director,writer","tt4889238,tt4421800,tt4516528,tt6739360"
nm6563387,Georgia Bernstein,,,"producer,director,writer",tt8215204
nm6520264,Yoshifusa Ide,,,director,"tt3754580,tt1786619"
nm6578099,Oksana Belousova,,,"director,writer,editor","tt4940132,tt2883264,tt8733258,tt4937662"
nm6595924,Rainer Kohlberger,,,"director,editor,producer","tt3830090,tt4653698,tt5466860,tt6740278"
nm6450598,David Kabisch,,,"editor,sound_department,editorial_department","tt4642602,tt3689198,tt6279258,tt5564792"
nm6524874,Andrew Lisa,,,writer,tt3705604
nm6555804,Rene Maurin,1971,,"writer,director,editor","tt3966546,tt3887480,tt3966560,tt3809250"
nm6557500,Judaea Behrends,,,"camera_department,editor,producer","tt6704560,tt5119800,tt4853040,tt4853212"
nm6558704,Keenan O'Reilly,,,"director,writer,producer","tt6659528,tt5372524,tt8040822,tt8315660"
nm6577390,Alana Dozier,,,director,tt3812170
nm6610792,Zhao Tao,,,"writer,producer",tt3844108
nm6682278,Tadeusz Pawlowicz,,2014,"writer,miscellaneous","tt1097242,tt0441074"
nm6755007,Sarunas Laugalis,,,writer,"tt7791218,tt5317950,tt4020230,tt6023790"
nm6775197,Kayla Gibson,,,"actress,producer,writer","tt6204848,tt1934673,tt2345481,tt6922182"
nm6775310,Radka VÃ¡chalovÃ¡,,,writer,tt1368430
nm6629381,Donna Hodge,,,"writer,producer,actress","tt7471978,tt6483260,tt6481500,tt3132420"
nm6586462,Laila Kazmi,,,"producer,writer,director","tt3821422,tt6400410,tt4569718,tt3733898"
nm6605434,Oliver Mend,,,"director,writer,actor","tt8001286,tt7435132,tt7983936,tt3838930"
nm6662806,Udayakantha Warnasuriya,,,"writer,director,producer","tt7618564,tt7619844,tt7621106,tt5229062"
nm6616650,Samantha Carrillo,,,director,tt3848438
nm6618674,Masood Boomgaard,,,director,tt3850866
nm6653008,Ramendra Vasishth,,,"writer,director,actor","tt3001638,tt4088150,tt4272986"
nm6737997,Denise Churchill,,,writer,"tt4030816,tt3997878"
nm6763608,Michael Stoller,,,"writer,producer,director","tt4664336,tt4191024,tt5174124,tt4040152"
nm6763614,Lauren Stoller,,,"producer,actress,writer","tt4664268,tt4767594,tt4664336,tt4555000"
nm6769945,Marek Kopcaj,,,writer,tt1368430
nm6771357,Bai Wu,,,"producer,director","tt6389262,tt7341934,tt4038736"
nm6793659,Jatinder Preet,,,director,tt4061298
nm6793663,Balram,,,writer,tt4061298
nm6860618,Dominique Rodriguez,1987,,"actress,writer,producer","tt5031806,tt7993156,tt5259806,tt4815916"
nm6561426,Samae Koskinen,,,"soundtrack,writer,actor","tt7964002,tt1208731,tt7228866,tt2456000"
nm6601375,Daphne Reeder,,,"actress,camera_department,assistant_director","tt7053948,tt5121282,tt4401260,tt5547536"
nm6646992,John Maslowski,,,"producer,actor,writer","tt5445364,tt7440752,tt8532444,tt5984856"
nm6708206,Illa Genachow,,,writer,"tt0441074,tt3961432"
nm6745181,A. Cristina MartÃ­nez PÃ©rez,,,"writer,producer,assistant_director","tt6237224,tt6461954,tt4007446,tt4412992"
nm6699168,ShÃ»suke Mikawa,,,writer,"tt3953448,tt3970246,tt3707082,tt4016558"
nm6699619,Alice Tong,,,director,tt3953544
nm6700996,Luca Mancini,,,director,tt3954544
nm6735807,Alex Donovan,,,"actor,writer","tt8873168,tt5797622,tt5081118,tt3995758"
nm6798033,Jason Little,,,writer,tt4065626
nm6764867,Durden Godfrey,,,"director,writer,editor","tt7020868,tt7775462,tt8012006,tt4828940"
nm6766905,Anibal Kelvo,,,"editorial_department,director,editor","tt3776592,tt7220390,tt7216854,tt5639784"
nm6812483,Anton Brutski,,,"director,producer",tt4080890
nm6785868,Upendra Madhav,1978,,"writer,director,assistant_director","tt7322890,tt2386295,tt2988020,tt1756476"
nm6800190,Amir Masoud Soheili,,,"director,writer,producer","tt4068024,tt7534158,tt9067600,tt7336176"
nm6800854,Jak Knight,,,"actor,writer,producer","tt3042900,tt6524350,tt7778796,tt4052816"
nm6800917,Muhammad Bayazid,,,"director,writer,editor","tt7446354,tt6431164,tt5621454"
nm6887975,Andrew Jonhson,,,writer,tt4170522
nm6921779,Katharine White,,,"cinematographer,director,camera_department","tt4777068,tt8583204,tt7580906,tt6794930"
nm6541358,Christoph Carle,1988,,"director,writer,producer","tt5773796,tt3774868,tt7189340,tt5165062"
nm6541614,Ellen Waitzkin,,,"producer,casting_department,transportation_department","tt7951964,tt5108730,tt3714582,tt7134114"
nm6574041,Anthony DellaFlora,,,writer,tt3808074
nm6599002,Stefan Wider,,,"director,writer,producer","tt3832980,tt6333526,tt6471092"
nm6593005,Edoardo Ferraro,,,"director,writer,assistant_director","tt5850064,tt4572592,tt7444892,tt7444846"
nm6628150,Samuel Thornhill,,,"camera_department,director","tt3859944,tt5712314"
nm6692552,Dan Kee Chuang,,,"producer,writer,actor","tt4541230,tt4489070,tt6494082,tt3945814"
nm6794813,Manuel Paynos,,,director,tt4062580
nm6794814,Ãngel Custodio,,,director,"tt4062580,tt4131202"
nm6752528,Kathryn Borel,,,writer,"tt3413236,tt5421602,tt7262218,tt0397306"
nm6752694,Claudia Guinea,,,"writer,camera_department","tt4026590,tt4000452,tt4295006"
nm6836302,Grzegorz Jarzyna,1968,,"writer,director,producer",tt4112020
nm6870366,Zulfiqaar Sayyad,,,"writer,miscellaneous","tt5164796,tt6984510,tt6980574,tt6980598"
nm6892408,Joshua W. Beasley,,,"actor,cinematographer,editor","tt0364845,tt5716848"
nm6842590,Harish Nair,,,writer,tt4118926
nm6586721,Tim Wilkerson,,,"producer,director,writer",tt3821792
nm6663772,Dylan Greenberg,,,"actress,director,cinematographer","tt7078986,tt5087420,tt4212800,tt3898368"
nm6731150,Fabiola Stevenson,,,"director,actress","tt5066646,tt7395208"
nm6724142,Tako Matsuura,,,writer,tt3981552
nm6758479,Rebecca Brand,,,"director,editor,producer",tt4025180
nm6758790,Melton McLaurin,,,"director,writer",tt4025570
nm6770280,David Muggleton,,,"camera_department,director,editor","tt5193140,tt6333038,tt3832298,tt7542978"
nm6771162,Sara Isabella JÃ¸nsson Vedde,,,"writer,miscellaneous","tt7555726,tt8663844,tt4038670"
nm6796725,Tom Garner,,,"director,producer,cinematographer","tt4064598,tt4512292"
nm6789992,Joshua Friese,,,"cinematographer,producer,director","tt8394036,tt8395312,tt8391070,tt4798858"
nm6792765,Olo Kamen,,,"writer,producer","tt9214500,tt9220372,tt5952572,tt9240300"
nm6823857,J.O. Nel,,,writer,tt2181911
nm6826970,Thomas Saez,,,"director,writer",tt4102590
nm6826971,Baptiste Roy,,,"director,writer",tt4102590
nm6833618,Tristin Profitt,,,"actor,writer","tt4109054,tt4109138"
nm6894324,Jorge Alvarez,,,"writer,director,editor",tt4177384
nm6894589,Kestutis Gudavicius,,,"director,writer,editor","tt5317950,tt4177612"
nm6866078,Van Dinh,,,"cinematographer,assistant_director,producer","tt6056426,tt3949660,tt7162048,tt3693670"
nm6866968,Tom Rico,,,"writer,actor,producer","tt5174492,tt6546694,tt5444240,tt7477982"
nm6868058,Yunliang Li,,,writer,tt4147574
nm6699620,Yuan Wang,,,director,tt3953544
nm6699621,Bella Wang,,,director,tt3953544
nm6735313,Vincent Smitz,,,"writer,director,assistant_director","tt3995180,tt6601388,tt6186696"
nm6735805,Lance Kenneth Blakney,,,"camera_department,editor,cinematographer","tt7609558,tt8546650,tt5151482,tt3995758"
nm6735806,Barry McCluskey,,,"actor,writer",tt3995758
nm6766888,Kipp Howard,,,"director,writer,producer","tt5657964,tt4471018,tt5822906,tt4722622"
nm6801555,Sergey Ivanov,,,director,tt4070166
nm6802225,Twinn,,,"director,writer,producer","tt8241932,tt4886864,tt4886888,tt4886844"
nm6880032,Gia DiNino,,,"writer,casting_director,producer","tt4768804,tt8075400,tt5993192,tt9208458"
nm6880368,Prince Domonick,,,"director,producer,writer","tt8318564,tt4922862,tt4320978,tt4161252"
nm6908254,Katarzyna Lezenska,,,writer,"tt0441074,tt4194194"
nm6921255,Tony Haines,,,"director,cinematographer",tt4208886
nm6921256,Paul Hensler,,,"writer,producer",tt4208886
nm6940903,Benjamin Adam,,,writer,"tt4232118,tt4324330,tt5467726"
nm6955505,Craig Watt,,,writer,tt4251004
nm7006435,Barrie Stokes,,,writer,tt4300120
nm7021949,John Felix,1982,,"actor,writer,producer","tt6270314,tt4317990"
nm7052880,Thanh Nguyen,,,"writer,producer","tt4356108,tt6537532"
nm7026366,Magdalena Wleklik,,,"director,writer","tt0441074,tt4322630"
nm7091689,Tage Giron,,,writer,tt0167666
nm7091695,Jan-Eric Arvastson,,,writer,tt0167666
nm7091696,Ulf Durling,,,writer,tt0167666
nm7104287,Arkadiy Egides,,,writer,"tt4424400,tt4424548,tt4424484,tt4424314"
nm7098019,Petra Forsten,,,writer,tt4418032
nm7116775,Car Tam,,,"director,writer,editor","tt4440540,tt4878202,tt4960038,tt2555850"
nm6876319,Justin Suhr,,,"camera_department,editor,actor","tt8470426,tt7948058,tt4145718,tt2582784"
nm6851692,John Berchtold,,,"actor,cinematographer,editor","tt5634988,tt7996228,tt5618256,tt5043530"
nm6929033,Simon A. Kristiansen,,,"writer,director,cinematographer","tt4545256,tt5020334,tt4218202"
nm6962062,Rainer Steinkamp,,,director,"tt4260566,tt0298883"
nm6949289,Elmer Lang,,,"writer,producer,sound_department",tt4244404
nm6984524,Kevin Barry Comerford,,,"writer,music_department,director","tt5776798,tt4287472,tt4688304,tt5834610"
nm7017290,Ali G. Osman,,,"editor,director,cinematographer","tt8866414,tt7567066,tt4312688,tt4692914"
nm7081429,Nobuhiro Moori,,,writer,"tt3882416,tt3882408,tt3882410,tt3882414"
nm7102845,Beth de AraÃºjo,,,"director,writer","tt4050014,tt5528518,tt7379606,tt7374462"
nm7132503,Yasuyuki Honda,,,"director,art_department","tt3221274,tt0409591,tt0983985"
nm7140259,Kiefer Findlow,,,"writer,director,editor","tt5534458,tt4467704,tt7875922,tt7361524"
nm6839619,Kung Chai,,,writer,tt0200724
nm6872809,Petr HasalÃ­k,,,"miscellaneous,editor,director","tt3622134,tt5932548,tt3717252,tt7956128"
nm6923374,Daniel Ast,,,"director,editor,producer","tt4779350,tt4544932,tt5764924,tt4514954"
nm6938620,Johanna Bedeau,,,"director,writer",tt4228962
nm6956525,Dom Filiciello,,,"producer,writer,soundtrack","tt7009236,tt4011356"
nm7069906,Ross Casswell,,,"director,editor,writer","tt4381278,tt4378508,tt4576580"
nm7110890,Santi Spadaro,,,"director,writer,editor","tt5117218,tt4432134"
nm7131462,Dylan Kimmell,1993,,"writer,director,producer","tt6131528,tt5527798,tt5490202"
nm7187159,Drew Allen,,,"writer,director,cinematographer","tt4955158,tt4520284,tt4526812,tt7175148"
nm7249778,Danny Cohen,,,"writer,actor,composer","tt6088722,tt6132738,tt6961276,tt5726362"
nm7206115,Yosimi Mitsuta,,,"producer,cinematographer,editor","tt4633928,tt5902188,tt4772658,tt4573052"
nm6945770,Team Mindeulle,,,director,tt1043090
nm6934477,Corey Onerheim,,,"actor,director,writer","tt6566662,tt4224288,tt6407718,tt6442958"
nm6996586,Michael Lippert,,,"writer,director,producer","tt8355298,tt6097440,tt4288990,tt7638038"
nm6860567,Miguel Ramos,,,"cinematographer,director,writer","tt4137992,tt4776178,tt4549464,tt4549592"
nm6861369,Michael Saby,,,"director,actor","tt6277784,tt3962164"
nm6832079,Alejandro Marin,,,"director,writer,producer",tt4107020
nm6833572,Brian William Pachinger,,,"producer,director,writer","tt4338546,tt4109152,tt4109138,tt4109054"
nm6866126,Deniz Eroglu,,,"director,producer",tt4145768
nm6675939,Nick Hurley,1990,,"actor,writer,producer","tt6159148,tt3910562,tt5789474,tt5929908"
nm6695669,Andrei Komkov,,,director,"tt3564212,tt4550790,tt3949916"
nm6710037,James E. Cavanaugh,,,"writer,producer","tt3962962,tt4612884"
nm6774099,Senxiang Li,,,writer,"tt4041566,tt5619290"
nm6788265,Trevor Riley,,,"writer,actor,director","tt5574490,tt3488298,tt4861980"
nm6788912,Sayla de Goede,,,"actress,costume_designer,art_director","tt5486648,tt0409459,tt3618812,tt6172696"
nm6875826,Christopher Scott,,,"director,writer,visual_effects","tt0369610,tt5302756,tt0382590,tt9023100"
nm6876160,Marcella Di Pasquale,,,"producer,casting_director,actress","tt7689230,tt5390476,tt7689096,tt6014876"
nm6960733,Bill Coss,,,writer,tt4258924
nm6937535,Akira Presidente,,,"actor,writer",tt4227710
nm6948827,Markus Ketterer,,,"cinematographer,editor,director","tt5259782,tt6714544,tt7215614,tt8995182"
nm6950140,Tula Howarth,,,"actor,director,writer","tt2385752,tt4764592,tt5217988,tt4245178"
nm6984094,Linda Bowerman,,,"actress,writer,producer",tt4287066
nm6703366,Alejandro Cid,,,"director,writer,editor",tt3956362
nm6759747,Julian Astudillo,,,"director,actor,editor","tt4027648,tt4027732,tt7737612,tt3170940"
nm6733248,Nzuri Za Austin,,,"actress,writer,producer","tt4861750,tt5491458,tt5109302,tt3732024"
nm6733940,Adam Schary,,,"actor,writer,producer","tt6209996,tt3993418,tt4074878,tt6534822"
nm6811067,Carlos Lemos,,,"director,writer","tt4079108,tt0303987,tt2110443,tt0094085"
nm6766057,Holden Weihs,,,"writer,producer,production_designer","tt7689230,tt7689096,tt6014876,tt7583084"
nm6822040,Travis Hedges Williams,,,"producer,writer,actor","tt4143010,tt7238640,tt4160280,tt4136210"
nm6822042,Kurt Hauschild,,,"actor,miscellaneous,director","tt4136210,tt4150680,tt4143010,tt5033032"
nm6822903,Tomas Mankovsky,,,"director,writer,editor","tt4094358,tt5072356,tt5072398,tt5072438"
nm6942789,Stoyan Radoslavov,,,"director,editor,producer",tt4234728
nm6955506,Bentham I.,,,writer,tt4251004
nm6956211,Andrew Cronin,,,"director,actor,writer","tt6772672,tt4116030"
nm7019652,Bernardo Carvalho,,,"director,actor,writer","tt4315788,tt5526726,tt0406410,tt4532704"
nm6839944,Mitchell Hooper,,,"director,cinematographer,producer","tt8260234,tt6633590,tt5773484,tt7925402"
nm6896564,Brice Mahmoudi,,,"actor,director,writer","tt4180634,tt4180562"
nm6871418,Pablo de la Cueva,,,"director,actor,writer",tt4151070
nm6873198,Alessio Gonnella,,,"director,writer,production_designer","tt5271816,tt6396170,tt4153912"
nm6925060,Tristan David Luciotti,,,"actor,writer,producer","tt6170078,tt8074648,tt8353934,tt8342206"
nm6998051,Katharina Wieker,,,writer,tt2990702
nm7001482,Robert Oram,,,"director,producer",tt4296784
nm6931258,Keith M. Hammond,,,"producer,writer,director","tt4397626,tt4380268,tt4567048,tt4380190"
nm6899066,Evan Gorski,,,"writer,assistant_director,editor","tt4305310,tt4669584,tt3314274,tt5126548"
nm6978546,Boise Esquerra,,,"editor,producer,director","tt4280140,tt5854246,tt8044178,tt7349338"
nm6953130,Allen Williams,,,"actor,writer",tt4248456
nm6995834,MÃ¡tyÃ¡s SzabÃ³,,,"assistant_director,director,camera_department","tt6779380,tt5247768,tt4291244,tt4713940"
nm7034173,Redd Angelo,,,"director,cinematographer,editor","tt4330086,tt4330094,tt4330078"
nm7066792,Ankur Khanna,,,director,tt4362346
nm7086925,Thais Gonzalez,,,"actress,writer","tt5298310,tt4399528"
nm7140635,Manoj Thorat,,,"writer,director,producer",tt4468060
nm7142060,Ivan Ho,,,"writer,director","tt5291232,tt4691166,tt6441310,tt4415068"
nm7176924,Denise Kik,,,"producer,director,writer","tt4509794,tt5995464,tt5490398"
nm7180363,Joseph Edward,,,"cinematographer,director","tt4513286,tt6168106"
nm7197245,Margarita Melgar,,,writer,"tt5861136,tt8274568,tt4521400"
nm7034469,Pietie Beyers,,,"actor,writer,producer","tt4330406,tt5036338,tt6591720,tt8918864"
nm7069823,Carlo Gabriele Tribbioli,,,"director,writer,cinematographer",tt4378452
nm7107434,Travis Gray,,,"director,miscellaneous","tt5233410,tt8511438,tt7989562,tt7651078"
nm7115384,Tiffany Taylor,,,writer,tt4214788
nm7115895,Shohanor Rahman Shohan,,,director,tt2198592
nm7139413,Therese Villarante,,,"actress,writer","tt4466314,tt7671880,tt6166990,tt5258106"
nm7140327,Bret Banta,,,"actor,writer","tt4529804,tt5761534,tt4467754,tt4467748"
nm7170993,Giacomo Cinelli,,,director,tt4412150
nm7218777,Michael Veritas,,,"writer,director,producer","tt8647100,tt8587594,tt7905206,tt8647156"
nm7251754,YÃ´jirÃ´ Arai,,,"animation_department,director","tt1798188,tt6139566,tt4663760,tt5731132"
nm7269060,Robert Cormier,,,"actor,writer,producer","tt4623790,tt7069496,tt2675416"
nm7269622,Rafael FerrÃ£o,,,writer,tt4597534
nm7368379,Yorn Heijnen,,,"producer,miscellaneous,director","tt7736826,tt9078914,tt5971456,tt6325016"
nm7395295,Shiqing Cheng,,,"writer,director,assistant_director","tt4074958,tt0097144,tt2080418"
nm7119312,Jacek Dybowski,,,"cinematographer,editor,camera_department","tt0441074,tt7877276,tt1070767,tt4444348"
nm7155372,Jennifer W. Long,,,"producer,actress,writer",tt4484120
